dataset	relpath	url	bytes	md5	drop
cami1	225_genomes.tar	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/ToyTestDatasets.dir/225_genomes.tar	33560565760		0
cami1	30_genomes.tar	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/ToyTestDatasets.dir/30_genomes.tar	15411097600		0
cami1	450_genomes.tar	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/ToyTestDatasets.dir/450_genomes.tar	80527329280		0
cami1	CAMI_high.tar	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/ChallengeDatasets.dir/CAMI_high.tar	53337344000		0
cami1	CAMI_low.tar	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/ChallengeDatasets.dir/CAMI_low.tar	11249960960		0
cami1	CAMI_medium.tar	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/ChallengeDatasets.dir/CAMI_medium.tar	28409446400		0
cami1	PROCESSED_NCBI.tar	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/databases.dir/PROCESSED_NCBI.tar	158031390720		0
cami1	camiClient_taxdb.tar.gz	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/databases.dir/camiClient_taxdb.tar.gz	94649168		0
cami1	ftp.arb-silva.de.tar.gz	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/databases.dir/ftp.arb-silva.de.tar.gz	8193807270		0
cami1	program_results.tar.gz	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/program_results.tar.gz	12732936745		0
cami1	readme_100344.txt	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/readme_100344.txt	5718		0
cami1	taxonomy.tar.gz	https://s3.ap-northeast-1.wasabisys.com/gigadb-datasets/live/pub/10.5524/100001_101000/100344/databases.dir/taxonomy.tar.gz	26465030		0
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_pooled.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_pooled.tar.gz	113657004672	0b685f9feb6667ebaa3ae0f08d18fd3e	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_0.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_0.tar.gz	11869023316	554717d18d4c9a3e1a8aef4a142773d6	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_1.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_1.tar.gz	12004877600	0b8bab2058ff3f8b386bf69607ede00b	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_2.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_2.tar.gz	11982868580	84cf3ee93dd2db5a2e87024bef6bf846	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_3.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_3.tar.gz	12088574971	378e9d2cdd7d3fd792adaa45f726bfff	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_4.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_4.tar.gz	11891505689	3ff22d230a957ab4840140d34bf891f8	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_5.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_5.tar.gz	11956085585	a41f47e3d92ea595911321ec62b5ef3e	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_6.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_6.tar.gz	12009513888	332e2f94671d70035cfe96cb8d0000f0	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_7.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_7.tar.gz	11930451537	931de0bb3428aaf7e7eccd5b95c163dc	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_8.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_8.tar.gz	12030378448	59e521f3570463d3902c542e9cdc6de0	2
cami2_challenge	marine/hybrid/marmgCAMI2_hybrid_sample_9.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/hybrid/marmgCAMI2_hybrid_sample_9.tar.gz	11911001056	d455418b9195c1aa2738abbc07baf78d	2
cami2_challenge	marine/long_read/marmgCAMI2_sample_0_bam.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_0_bam.tar.gz	6300658571	4bb9cc5ab99a425dd1bbbe4fb70e2a8d	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_0_contigs.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_0_contigs.tar.gz	330582937	64c2c7397ff5950ab643ec58c96e5792	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_0_reads.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_0_reads.tar.gz	4749365366	7f2fca0200b00ffc452d99ec245e2d61	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_1_bam.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_1_bam.tar.gz	6300343989	1c9c6f4b22068f7ee9fa82e069568eff	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_1_contigs.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_1_contigs.tar.gz	398907546	7b95a28fc52b3043070d105b578ca7e2	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_1_reads.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_1_reads.tar.gz	4746097554	b89e9b36cffa21e650d2e6f2b800fdee	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_2_bam.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_2_bam.tar.gz	6300560466	684d7dcc23b601f3fa1971809a1f49a0	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_2_contigs.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_2_contigs.tar.gz	390974081	73c5eca142f5553074596d79805224a5	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_2_reads.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_2_reads.tar.gz	4788038723	06fd2c9ecc02921740026057c78fcd49	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_3_bam.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_3_bam.tar.gz	6300707054	2d800f330fad94a91e77ec9e33ac7e8c	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_3_contigs.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_3_contigs.tar.gz	439680806	3f50ecce35e796a79b239b9c9ea864cb	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_3_reads.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_3_reads.tar.gz	4754104255	d40d5a4769c990576745976c1ec50606	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_4_bam.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_4_bam.tar.gz	6297759474	5b9befbc568e073f7160cdff1f88a96a	0
cami2_challenge	marine/long_read/marmgCAMI2_sample_4_contigs.tar.gz	https://frl.publisso.de/data/frl:6425521/marine/long_read/marmgCAMI2_sample_4_contigs.tar.gz	339966841	965eeab3d76cc0d47a5d3086f1fbf926	0
